,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
4,14virus-pennsylvania,sentence,-0.800000011920929,0.800000011920929,,But conservatives see rising anger that could lift turnout in November.,BY TRIP GABRIEL,U.S.,Article,News,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Presidential Election of 2020', 'Voting and Voters', 'Unemployment', 'United States Politics and Government', 'Coronavirus Reopenings']",['Republican Party'],"['Wolf, Thomas W', 'Trump, Donald J']",['Pennsylvania'],G.O.P. Defiance of Pennsylvania’s Lockdown Has 2020 Implications,"Gov. Tom Wolf, a Democrat, said it was a “cowardly act” for Republican officials to flout his virus stay-at-home orders. But conservatives see rising anger that could lift turnout in November.",2020-05-14T10:00:17-04:00,2020-05-14 15:00:17+01:00
0,14rewind,document,0.20000000298023224,0.5,en,,BY J. HOBERMAN,Movies,Article,News,['Movies'],['Criterion Channel'],"['Petri, Elio']",['Italy'],"A Cop Gets Away With Murder, Italian Style","The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",2020-05-14T10:00:08-04:00,2020-05-14 15:00:08+01:00
1,14rewind,sentence,0.30000001192092896,0.30000001192092896,,"A Cop Gets Away With Murder, Italian Style.",BY J. HOBERMAN,Movies,Article,News,['Movies'],['Criterion Channel'],"['Petri, Elio']",['Italy'],"A Cop Gets Away With Murder, Italian Style","The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",2020-05-14T10:00:08-04:00,2020-05-14 15:00:08+01:00
2,14rewind,sentence,0.10000000149011612,0.10000000149011612,,"The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",BY J. HOBERMAN,Movies,Article,News,['Movies'],['Criterion Channel'],"['Petri, Elio']",['Italy'],"A Cop Gets Away With Murder, Italian Style","The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",2020-05-14T10:00:08-04:00,2020-05-14 15:00:08+01:00
0,17PATTI-MARIANNE,document,-0.30000001192092896,0.699999988079071,en,,BY PATTI LUPONE AND MARIANNE ELLIOTT,Theater,Article,News,['Theater'],,"['Elliott, Marianne', 'LuPone, Patti']",,"The Show’s Delayed, but They’re Still Keeping ‘Company’","By trans-Atlantic email, Patti LuPone and the Broadway director Marianne Elliott talk fear, sadness, camaraderie and the ethics of buying eggs from a Trump supporter.",2020-05-14T10:00:07-04:00,2020-05-14 15:00:07+01:00
1,17PATTI-MARIANNE,sentence,0.0,0.0,,"The Show’s Delayed, but They’re Still Keeping ‘Company’.",BY PATTI LUPONE AND MARIANNE ELLIOTT,Theater,Article,News,['Theater'],,"['Elliott, Marianne', 'LuPone, Patti']",,"The Show’s Delayed, but They’re Still Keeping ‘Company’","By trans-Atlantic email, Patti LuPone and the Broadway director Marianne Elliott talk fear, sadness, camaraderie and the ethics of buying eggs from a Trump supporter.",2020-05-14T10:00:07-04:00,2020-05-14 15:00:07+01:00
2,17PATTI-MARIANNE,sentence,-0.699999988079071,0.699999988079071,,"By trans-Atlantic email, Patti LuPone and the Broadway director Marianne Elliott talk fear, sadness, camaraderie and the ethics of buying eggs from a Trump supporter.",BY PATTI LUPONE AND MARIANNE ELLIOTT,Theater,Article,News,['Theater'],,"['Elliott, Marianne', 'LuPone, Patti']",,"The Show’s Delayed, but They’re Still Keeping ‘Company’","By trans-Atlantic email, Patti LuPone and the Broadway director Marianne Elliott talk fear, sadness, camaraderie and the ethics of buying eggs from a Trump supporter.",2020-05-14T10:00:07-04:00,2020-05-14 15:00:07+01:00
0,14SOCIALQS,document,0.20000000298023224,0.8999999761581421,en,,BY PHILIP GALANES,Style,Article,News,"['Customs, Etiquette and Manners', 'Dating and Relationships', 'Coronavirus (2019-nCoV)']",,,,I Left My Husband Before the Pandemic. Can I Go Back to Him Now?,"In the midst of a global health crisis, my old life is looking pretty good.",2020-05-14T10:00:02-04:00,2020-05-14 15:00:02+01:00
1,14SOCIALQS,sentence,0.0,0.0,,I Left My Husband Before the Pandemic.,BY PHILIP GALANES,Style,Article,News,"['Customs, Etiquette and Manners', 'Dating and Relationships', 'Coronavirus (2019-nCoV)']",,,,I Left My Husband Before the Pandemic. Can I Go Back to Him Now?,"In the midst of a global health crisis, my old life is looking pretty good.",2020-05-14T10:00:02-04:00,2020-05-14 15:00:02+01:00
2,14SOCIALQS,sentence,0.0,0.0,,Can I Go Back to Him Now?.,BY PHILIP GALANES,Style,Article,News,"['Customs, Etiquette and Manners', 'Dating and Relationships', 'Coronavirus (2019-nCoV)']",,,,I Left My Husband Before the Pandemic. Can I Go Back to Him Now?,"In the midst of a global health crisis, my old life is looking pretty good.",2020-05-14T10:00:02-04:00,2020-05-14 15:00:02+01:00
3,14SOCIALQS,sentence,0.800000011920929,0.800000011920929,,"In the midst of a global health crisis, my old life is looking pretty good.",BY PHILIP GALANES,Style,Article,News,"['Customs, Etiquette and Manners', 'Dating and Relationships', 'Coronavirus (2019-nCoV)']",,,,I Left My Husband Before the Pandemic. Can I Go Back to Him Now?,"In the midst of a global health crisis, my old life is looking pretty good.",2020-05-14T10:00:02-04:00,2020-05-14 15:00:02+01:00
0,14louisville,document,-0.4000000059604645,0.800000011920929,en,,BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)']",,"['Beshear, Andrew G (1977- )', 'Taylor, Breonna (1993-2020)', 'Walker, Kenneth (March 13, 2020 Shooting)']",['Louisville (Ky)'],"Months After Louisville Police Kill Woman in Her Home, Governor Calls for Review","The police said officers shot and killed Breonna Taylor, 26, in a March raid after her boyfriend shot an officer in the leg.",2020-05-14T09:45:38-04:00,2020-05-14 14:45:38+01:00
1,14louisville,sentence,-0.10000000149011612,0.10000000149011612,,"Months After Louisville Police Kill Woman in Her Home, Governor Calls for Review.",BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)']",,"['Beshear, Andrew G (1977- )', 'Taylor, Breonna (1993-2020)', 'Walker, Kenneth (March 13, 2020 Shooting)']",['Louisville (Ky)'],"Months After Louisville Police Kill Woman in Her Home, Governor Calls for Review","The police said officers shot and killed Breonna Taylor, 26, in a March raid after her boyfriend shot an officer in the leg.",2020-05-14T09:45:38-04:00,2020-05-14 14:45:38+01:00
2,14louisville,sentence,-0.699999988079071,0.699999988079071,,"The police said officers shot and killed Breonna Taylor, 26, in a March raid after her boyfriend shot an officer in the leg.",BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)']",,"['Beshear, Andrew G (1977- )', 'Taylor, Breonna (1993-2020)', 'Walker, Kenneth (March 13, 2020 Shooting)']",['Louisville (Ky)'],"Months After Louisville Police Kill Woman in Her Home, Governor Calls for Review","The police said officers shot and killed Breonna Taylor, 26, in a March raid after her boyfriend shot an officer in the leg.",2020-05-14T09:45:38-04:00,2020-05-14 14:45:38+01:00
0,14SOLN,document,-0.30000001192092896,0.6000000238418579,en,,BY NICOLE DANIELS,The Learning Network,Article,News,,,,,Should National Service Be Required for All Young Americans?,"Do you think that serving your country — for example, by working with children or training for emergencies — should be mandatory?",2020-05-14T09:36:22-04:00,2020-05-14 14:36:22+01:00
1,14SOLN,sentence,-0.10000000149011612,0.10000000149011612,,Should National Service Be Required for All Young Americans?.,BY NICOLE DANIELS,The Learning Network,Article,News,,,,,Should National Service Be Required for All Young Americans?,"Do you think that serving your country — for example, by working with children or training for emergencies — should be mandatory?",2020-05-14T09:36:22-04:00,2020-05-14 14:36:22+01:00
2,14SOLN,sentence,-0.5,0.5,,"Do you think that serving your country — for example, by working with children or training for emergencies — should be mandatory?",BY NICOLE DANIELS,The Learning Network,Article,News,,,,,Should National Service Be Required for All Young Americans?,"Do you think that serving your country — for example, by working with children or training for emergencies — should be mandatory?",2020-05-14T09:36:22-04:00,2020-05-14 14:36:22+01:00
0,14dc-emoluments,document,-0.30000001192092896,0.800000011920929,en,,BY SHARON LAFRANIERE,U.S.,Article,News,"['United States Politics and Government', 'Suits and Litigation (Civil)', 'Constitution (US)']","['Trump International Hotel (Washington, DC)']","['Trump, Donald J']","['Washington (DC)', 'Maryland']",Appeals Court Allows Emoluments Suit Against Trump to Proceed,The court rejected the president’s request to dismiss a case brought by the State of Maryland and the District of Columbia regarding his Washington hotel.,2020-05-14T09:26:37-04:00,2020-05-14 14:26:37+01:00
1,14dc-emoluments,sentence,0.0,0.0,,Appeals Court Allows Emoluments Suit Against Trump to Proceed.,BY SHARON LAFRANIERE,U.S.,Article,News,"['United States Politics and Government', 'Suits and Litigation (Civil)', 'Constitution (US)']","['Trump International Hotel (Washington, DC)']","['Trump, Donald J']","['Washington (DC)', 'Maryland']",Appeals Court Allows Emoluments Suit Against Trump to Proceed,The court rejected the president’s request to dismiss a case brought by the State of Maryland and the District of Columbia regarding his Washington hotel.,2020-05-14T09:26:37-04:00,2020-05-14 14:26:37+01:00
2,14dc-emoluments,sentence,-0.699999988079071,0.699999988079071,,The court rejected the president’s request to dismiss a case brought by the State of Maryland and the District of Columbia regarding his Washington hotel.,BY SHARON LAFRANIERE,U.S.,Article,News,"['United States Politics and Government', 'Suits and Litigation (Civil)', 'Constitution (US)']","['Trump International Hotel (Washington, DC)']","['Trump, Donald J']","['Washington (DC)', 'Maryland']",Appeals Court Allows Emoluments Suit Against Trump to Proceed,The court rejected the president’s request to dismiss a case brought by the State of Maryland and the District of Columbia regarding his Washington hotel.,2020-05-14T09:26:37-04:00,2020-05-14 14:26:37+01:00
0,14LODLN,document,0.10000000149011612,0.30000001192092896,en,,BY JEREMY ENGLE,The Learning Network,Article,News,,,,,Lesson of the Day: ‘A Heartbreak for Children: When the County Fair Is Canceled’,"In this lesson, students will learn about the importance of annual summer fairs and livestock shows and how local farm clubs are adapting in the face of the coronavirus.",2020-05-14T09:10:40-04:00,2020-05-14 14:10:40+01:00
1,14LODLN,sentence,0.0,0.0,,Lesson of the Day: ‘A Heartbreak for Children: When the County Fair Is Canceled’.,BY JEREMY ENGLE,The Learning Network,Article,News,,,,,Lesson of the Day: ‘A Heartbreak for Children: When the County Fair Is Canceled’,"In this lesson, students will learn about the importance of annual summer fairs and livestock shows and how local farm clubs are adapting in the face of the coronavirus.",2020-05-14T09:10:40-04:00,2020-05-14 14:10:40+01:00
2,14LODLN,sentence,0.30000001192092896,0.30000001192092896,,"In this lesson, students will learn about the importance of annual summer fairs and livestock shows and how local farm clubs are adapting in the face of the coronavirus.",BY JEREMY ENGLE,The Learning Network,Article,News,,,,,Lesson of the Day: ‘A Heartbreak for Children: When the County Fair Is Canceled’,"In this lesson, students will learn about the importance of annual summer fairs and livestock shows and how local farm clubs are adapting in the face of the coronavirus.",2020-05-14T09:10:40-04:00,2020-05-14 14:10:40+01:00
0,14otm-region,document,0.0,0.0,en,,BY JILL P. CAPUZZO AND CLAUDIA GRYVATZ COPQUIN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Laurel Hollow (NY)', 'Millstone (NJ)']",Homes for Sale in New York and New Jersey,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:31-04:00,2020-05-14 14:00:31+01:00
1,14otm-region,sentence,0.0,0.0,,Homes for Sale in New York and New Jersey.,BY JILL P. CAPUZZO AND CLAUDIA GRYVATZ COPQUIN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Laurel Hollow (NY)', 'Millstone (NJ)']",Homes for Sale in New York and New Jersey,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:31-04:00,2020-05-14 14:00:31+01:00
2,14otm-region,sentence,0.0,0.0,,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",BY JILL P. CAPUZZO AND CLAUDIA GRYVATZ COPQUIN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Laurel Hollow (NY)', 'Millstone (NJ)']",Homes for Sale in New York and New Jersey,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:31-04:00,2020-05-14 14:00:31+01:00
0,14OTM-region,document,0.0,0.0,en,,,Real Estate,Slideshow,Slideshow,['Real Estate and Housing (Residential)'],,,"['Millstone (NJ)', 'Laurel Hollow (NY)']",On the Market in the New York Region,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:28-04:00,2020-05-14 14:00:28+01:00
1,14OTM-region,sentence,0.0,0.0,,On the Market in the New York Region.,,Real Estate,Slideshow,Slideshow,['Real Estate and Housing (Residential)'],,,"['Millstone (NJ)', 'Laurel Hollow (NY)']",On the Market in the New York Region,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:28-04:00,2020-05-14 14:00:28+01:00
2,14OTM-region,sentence,0.0,0.0,,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",,Real Estate,Slideshow,Slideshow,['Real Estate and Housing (Residential)'],,,"['Millstone (NJ)', 'Laurel Hollow (NY)']",On the Market in the New York Region,"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T09:00:28-04:00,2020-05-14 14:00:28+01:00
0,14otm-nyc,document,0.0,0.10000000149011612,en,,BY STEFANOS CHEN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Kensington (Brooklyn, NY)', 'Chelsea (Manhattan, NY)', 'Long Island City (Queens, NY)']","Homes for Sale in Brooklyn, Queens and Manhattan","This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:27-04:00,2020-05-14 14:00:27+01:00
1,14otm-nyc,sentence,0.0,0.0,,"Homes for Sale in Brooklyn, Queens and Manhattan.",BY STEFANOS CHEN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Kensington (Brooklyn, NY)', 'Chelsea (Manhattan, NY)', 'Long Island City (Queens, NY)']","Homes for Sale in Brooklyn, Queens and Manhattan","This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:27-04:00,2020-05-14 14:00:27+01:00
2,14otm-nyc,sentence,0.0,0.0,,"This week’s properties are in Kensington, Long Island City and Chelsea.",BY STEFANOS CHEN,Real Estate,Article,News,['Real Estate and Housing (Residential)'],,,"['Kensington (Brooklyn, NY)', 'Chelsea (Manhattan, NY)', 'Long Island City (Queens, NY)']","Homes for Sale in Brooklyn, Queens and Manhattan","This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:27-04:00,2020-05-14 14:00:27+01:00
0,14OTM-NYC,document,0.0,0.10000000149011612,en,,,Real Estate,Slideshow,Slideshow,,,,,On the Market in New York City,"This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:24-04:00,2020-05-14 14:00:24+01:00
1,14OTM-NYC,sentence,0.0,0.0,,On the Market in New York City.,,Real Estate,Slideshow,Slideshow,,,,,On the Market in New York City,"This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:24-04:00,2020-05-14 14:00:24+01:00
2,14OTM-NYC,sentence,0.0,0.0,,"This week’s properties are in Kensington, Long Island City and Chelsea.",,Real Estate,Slideshow,Slideshow,,,,,On the Market in New York City,"This week’s properties are in Kensington, Long Island City and Chelsea.",2020-05-14T09:00:24-04:00,2020-05-14 14:00:24+01:00
0,14tmag-tlist,document,0.800000011920929,1.600000023841858,en,,,T Magazine,Article,News,"['Art', 'Restaurants', 'Fashion and Apparel', 'Design']",,,['Austria'],The T List: Five Things We Recommend This Week,"Great-smelling shower products, in bulk — and more.",2020-05-14T09:00:10-04:00,2020-05-14 14:00:10+01:00
1,14tmag-tlist,sentence,0.699999988079071,0.699999988079071,,The T List: Five Things We Recommend This Week.,,T Magazine,Article,News,"['Art', 'Restaurants', 'Fashion and Apparel', 'Design']",,,['Austria'],The T List: Five Things We Recommend This Week,"Great-smelling shower products, in bulk — and more.",2020-05-14T09:00:10-04:00,2020-05-14 14:00:10+01:00
2,14tmag-tlist,sentence,0.8999999761581421,0.8999999761581421,,"Great-smelling shower products, in bulk — and more.",,T Magazine,Article,News,"['Art', 'Restaurants', 'Fashion and Apparel', 'Design']",,,['Austria'],The T List: Five Things We Recommend This Week,"Great-smelling shower products, in bulk — and more.",2020-05-14T09:00:10-04:00,2020-05-14 14:00:10+01:00
0,14workfriend,document,0.0,0.6000000238418579,en,,BY CAITY WEAVER,Business,Article,News,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']",,,,"Rich Boss, Young Employee, Angry Wife: It Gets Twisted",An email described an intimate ski trip between co-workers. But who really sent it?,2020-05-14T09:00:09-04:00,2020-05-14 14:00:09+01:00
1,14workfriend,sentence,0.0,0.0,,"Rich Boss, Young Employee, Angry Wife: It Gets Twisted.",BY CAITY WEAVER,Business,Article,News,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']",,,,"Rich Boss, Young Employee, Angry Wife: It Gets Twisted",An email described an intimate ski trip between co-workers. But who really sent it?,2020-05-14T09:00:09-04:00,2020-05-14 14:00:09+01:00
2,14workfriend,sentence,0.10000000149011612,0.10000000149011612,,An email described an intimate ski trip between co-workers.,BY CAITY WEAVER,Business,Article,News,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']",,,,"Rich Boss, Young Employee, Angry Wife: It Gets Twisted",An email described an intimate ski trip between co-workers. But who really sent it?,2020-05-14T09:00:09-04:00,2020-05-14 14:00:09+01:00
3,14workfriend,sentence,-0.4000000059604645,0.4000000059604645,,But who really sent it?,BY CAITY WEAVER,Business,Article,News,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']",,,,"Rich Boss, Young Employee, Angry Wife: It Gets Twisted",An email described an intimate ski trip between co-workers. But who really sent it?,2020-05-14T09:00:09-04:00,2020-05-14 14:00:09+01:00
0,14alice,document,0.0,0.20000000298023224,en,,BY DEVIKA GIRISH,Movies,Article,Review,['Movies'],,"['Mackerras, Josephine']",,‘Alice’ Review: The Escort Experience,"Josephine Mackerras’s film regards the choices of its heroine with respect and empathy, but its picture of sex work as an easy out feels like a simplistic fantasy.",2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
1,14alice,sentence,0.20000000298023224,0.20000000298023224,,‘Alice’ Review: The Escort Experience.,BY DEVIKA GIRISH,Movies,Article,Review,['Movies'],,"['Mackerras, Josephine']",,‘Alice’ Review: The Escort Experience,"Josephine Mackerras’s film regards the choices of its heroine with respect and empathy, but its picture of sex work as an easy out feels like a simplistic fantasy.",2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
2,14alice,sentence,0.0,0.0,,"Josephine Mackerras’s film regards the choices of its heroine with respect and empathy, but its picture of sex work as an easy out feels like a simplistic fantasy.",BY DEVIKA GIRISH,Movies,Article,Review,['Movies'],,"['Mackerras, Josephine']",,‘Alice’ Review: The Escort Experience,"Josephine Mackerras’s film regards the choices of its heroine with respect and empathy, but its picture of sex work as an easy out feels like a simplistic fantasy.",2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
0,14castleinthe,document,0.0,0.20000000298023224,en,,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Klein, Joey (Film Director)', 'Wolff, Alex', 'Campbell, Neve', 'Poots, Imogen']",,‘Castle in the Ground’ Review: Dazed and Used,A young man’s bereavement leads to addiction in this sluggish dependency drama.,2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
1,14castleinthe,sentence,0.0,0.0,,‘Castle in the Ground’ Review: Dazed and Used.,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Klein, Joey (Film Director)', 'Wolff, Alex', 'Campbell, Neve', 'Poots, Imogen']",,‘Castle in the Ground’ Review: Dazed and Used,A young man’s bereavement leads to addiction in this sluggish dependency drama.,2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
2,14castleinthe,sentence,-0.10000000149011612,0.10000000149011612,,A young man’s bereavement leads to addiction in this sluggish dependency drama.,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Klein, Joey (Film Director)', 'Wolff, Alex', 'Campbell, Neve', 'Poots, Imogen']",,‘Castle in the Ground’ Review: Dazed and Used,A young man’s bereavement leads to addiction in this sluggish dependency drama.,2020-05-14T09:00:03-04:00,2020-05-14 14:00:03+01:00
0,14bloodand,document,0.0,0.10000000149011612,en,,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Barr, John (1972- )', 'Berenger, Tom']",,‘Blood and Money’ Review: A Deer Hunt Turns Cat-and-Mouse,Tom Berenger stars in this creaky survival thriller.,2020-05-14T09:00:02-04:00,2020-05-14 14:00:02+01:00
1,14bloodand,sentence,0.0,0.0,,‘Blood and Money’ Review: A Deer Hunt Turns Cat-and-Mouse.,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Barr, John (1972- )', 'Berenger, Tom']",,‘Blood and Money’ Review: A Deer Hunt Turns Cat-and-Mouse,Tom Berenger stars in this creaky survival thriller.,2020-05-14T09:00:02-04:00,2020-05-14 14:00:02+01:00
2,14bloodand,sentence,0.10000000149011612,0.10000000149011612,,Tom Berenger stars in this creaky survival thriller.,BY JEANNETTE CATSOULIS,Movies,Article,Review,['Movies'],,"['Barr, John (1972- )', 'Berenger, Tom']",,‘Blood and Money’ Review: A Deer Hunt Turns Cat-and-Mouse,Tom Berenger stars in this creaky survival thriller.,2020-05-14T09:00:02-04:00,2020-05-14 14:00:02+01:00
0,14californiatoday,document,0.0,0.20000000298023224,en,,BY MARIE TAE MCDERMOTT,U.S.,Article,briefing,['Coronavirus (2019-nCoV)'],,,['California'],Adopting a Pet in California During a Pandemic,Thursday: Fostering animals has risen in popularity since shelter-in-place orders went into effect. Here’s what you need to know about bringing home a pet from a shelter.,2020-05-14T08:56:53-04:00,2020-05-14 13:56:53+01:00
1,14californiatoday,sentence,0.0,0.0,,Adopting a Pet in California During a Pandemic.,BY MARIE TAE MCDERMOTT,U.S.,Article,briefing,['Coronavirus (2019-nCoV)'],,,['California'],Adopting a Pet in California During a Pandemic,Thursday: Fostering animals has risen in popularity since shelter-in-place orders went into effect. Here’s what you need to know about bringing home a pet from a shelter.,2020-05-14T08:56:53-04:00,2020-05-14 13:56:53+01:00
2,14californiatoday,sentence,0.0,0.0,,Thursday: Fostering animals has risen in popularity since shelter-in-place orders went into effect.,BY MARIE TAE MCDERMOTT,U.S.,Article,briefing,['Coronavirus (2019-nCoV)'],,,['California'],Adopting a Pet in California During a Pandemic,Thursday: Fostering animals has risen in popularity since shelter-in-place orders went into effect. Here’s what you need to know about bringing home a pet from a shelter.,2020-05-14T08:56:53-04:00,2020-05-14 13:56:53+01:00
3,14californiatoday,sentence,0.0,0.0,,Here’s what you need to know about bringing home a pet from a shelter.,BY MARIE TAE MCDERMOTT,U.S.,Article,briefing,['Coronavirus (2019-nCoV)'],,,['California'],Adopting a Pet in California During a Pandemic,Thursday: Fostering animals has risen in popularity since shelter-in-place orders went into effect. Here’s what you need to know about bringing home a pet from a shelter.,2020-05-14T08:56:53-04:00,2020-05-14 13:56:53+01:00
0,14Amazon-Fashion,document,0.10000000149011612,0.800000011920929,en,,BY VANESSA FRIEDMAN,Fashion,Article,News,"['Fashion and Apparel', 'Shopping and Retail', 'Luxury Goods and Services', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']","['Amazon.com Inc', 'Vogue', 'Council of Fashion Designers of America', 'Conde Nast Publications Inc', 'A Common Thread']","['Wintour, Anna']",,Amazon to the Rescue of the Fashion World!,"With some help from Vogue and the CFDA, the e-commerce giant is opening a new store to showcase independent designers. Does this mark the moment the two worlds finally get hitched?",2020-05-14T08:44:33-04:00,2020-05-14 13:44:33+01:00
1,14Amazon-Fashion,sentence,0.10000000149011612,0.10000000149011612,,Amazon to the Rescue of the Fashion World!.,BY VANESSA FRIEDMAN,Fashion,Article,News,"['Fashion and Apparel', 'Shopping and Retail', 'Luxury Goods and Services', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']","['Amazon.com Inc', 'Vogue', 'Council of Fashion Designers of America', 'Conde Nast Publications Inc', 'A Common Thread']","['Wintour, Anna']",,Amazon to the Rescue of the Fashion World!,"With some help from Vogue and the CFDA, the e-commerce giant is opening a new store to showcase independent designers. Does this mark the moment the two worlds finally get hitched?",2020-05-14T08:44:33-04:00,2020-05-14 13:44:33+01:00
2,14Amazon-Fashion,sentence,0.5,0.5,,"With some help from Vogue and the CFDA, the e-commerce giant is opening a new store to showcase independent designers.",BY VANESSA FRIEDMAN,Fashion,Article,News,"['Fashion and Apparel', 'Shopping and Retail', 'Luxury Goods and Services', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']","['Amazon.com Inc', 'Vogue', 'Council of Fashion Designers of America', 'Conde Nast Publications Inc', 'A Common Thread']","['Wintour, Anna']",,Amazon to the Rescue of the Fashion World!,"With some help from Vogue and the CFDA, the e-commerce giant is opening a new store to showcase independent designers. Does this mark the moment the two worlds finally get hitched?",2020-05-14T08:44:33-04:00,2020-05-14 13:44:33+01:00
3,14Amazon-Fashion,sentence,-0.10000000149011612,0.10000000149011612,,Does this mark the moment the two worlds finally get hitched?,BY VANESSA FRIEDMAN,Fashion,Article,News,"['Fashion and Apparel', 'Shopping and Retail', 'Luxury Goods and Services', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']","['Amazon.com Inc', 'Vogue', 'Council of Fashion Designers of America', 'Conde Nast Publications Inc', 'A Common Thread']","['Wintour, Anna']",,Amazon to the Rescue of the Fashion World!,"With some help from Vogue and the CFDA, the e-commerce giant is opening a new store to showcase independent designers. Does this mark the moment the two worlds finally get hitched?",2020-05-14T08:44:33-04:00,2020-05-14 13:44:33+01:00
0,14virus-jobless,document,-0.4000000059604645,0.800000011920929,en,,BY PATRICIA COHEN AND TIFFANY HSU,Business,Article,News,"['Unemployment Insurance', 'Labor and Jobs', 'Unemployment', 'United States Economy', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'States (US)', 'Coronavirus Reopenings']",['Labor Department (US)'],,['United States'],‘Rolling Shock’ as Job Losses Mount Even With Reopenings,"Nearly three million new unemployment claims brought the two-month total to more than 36 million, even with some still frustrated in seeking benefits.",2020-05-14T08:38:19-04:00,2020-05-14 13:38:19+01:00
1,14virus-jobless,sentence,-0.10000000149011612,0.10000000149011612,,‘Rolling Shock’ as Job Losses Mount Even With Reopenings.,BY PATRICIA COHEN AND TIFFANY HSU,Business,Article,News,"['Unemployment Insurance', 'Labor and Jobs', 'Unemployment', 'United States Economy', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'States (US)', 'Coronavirus Reopenings']",['Labor Department (US)'],,['United States'],‘Rolling Shock’ as Job Losses Mount Even With Reopenings,"Nearly three million new unemployment claims brought the two-month total to more than 36 million, even with some still frustrated in seeking benefits.",2020-05-14T08:38:19-04:00,2020-05-14 13:38:19+01:00
